,id,order_id,line_number,quantity,unit_price_order_items,discount_amount,tax_amount,sku,product_name,brand,unit_price,unit_cost,active_from,active_to,created_at_x,category_name,quantity_on_hand,last_updated_at,warehouse_name,city,province,country_code,order_status,order_date,currency_orders,shipping_amount,order_subtotal,order_discount,order_tax,order_total,created_at_y,payment_method,amount,currency_payments,payment_status,paid_at,carrier,service_level,shipped_at,delivered_at,shipping_cost,tracking_number,first_name,last_name,email,phone,gender,birth_date,created_at_customers,marketing_opt_in,address_type_billing,street_billing,city_billing,province_billing,country_code_billing,postal_code_billing,created_at_billing,is_primary_billing,address_type_shipping,street_shipping,city_shipping,province_shipping,country_code_shipping,postal_code_shipping,created_at_shipping,is_primary_shipping,channel_name_orders,description_orders,utm_source_order_marketing,utm_medium_order_marketing,utm_campaign_order_marketing,utm_content_order_marketing,utm_term_order_marketing,channel_name,description,campaign_name_campaigns,utm_source_campaigns,utm_medium_campaigns,utm_campaign_campaigns,start_date_campaigns,end_date_campaigns,budget_ars_campaigns
2048,2049,100367,4,3,113819.06,17072.86,68120.71,SKU-00088,Norte Wearables 088,Norte,113819.06,78815.42,2025-06-21,,2025-06-21 13:47:54,Wearables,68,2025-08-31 12:00:00,CABA Central,CABA,CABA,AR,pending,2025-06-18 08:44:20,ARS,0.0,601015.52,24300.87,121110.08,697824.73,2025-06-18 08:44:20,gift_card,128174.91,ARS,authorized,,,,,,,,Lorenzo,Rodríguez,lorenzo.rodriguez.1@example.com,+54 9 1663-3222-899,X,2002-03-03,2024-12-07 18:27:06,False,billing,Reconquista 3362,Buenos Aires,Neuquén,AR,5488.0,2024-12-07 18:27:06,True,shipping,Av. Rivadavia 3388,Mar del Plata,Buenos Aires,AR,1944,2024-12-07 18:27:06,True,Marketplace,Marketplace externo,google,cpc,invierno_2025,video,botas,Marketplace,Marketplace externo,Invierno 2025 Performance - Marketplace,google,cpc,invierno_2025,2025-06-10,2025-07-02,1014452.87
2049,2050,100367,4,3,113819.06,17072.86,68120.71,SKU-00088,Norte Wearables 088,Norte,113819.06,78815.42,2025-06-21,,2025-06-21 13:47:54,Wearables,7,2025-08-31 12:00:00,Córdoba Norte,Córdoba,Córdoba,AR,pending,2025-06-18 08:44:20,ARS,0.0,601015.52,24300.87,121110.08,697824.73,2025-06-18 08:44:20,gift_card,128174.91,ARS,authorized,,,,,,,,Lorenzo,Rodríguez,lorenzo.rodriguez.1@example.com,+54 9 1663-3222-899,X,2002-03-03,2024-12-07 18:27:06,False,billing,Reconquista 3362,Buenos Aires,Neuquén,AR,5488.0,2024-12-07 18:27:06,True,shipping,Av. Rivadavia 3388,Mar del Plata,Buenos Aires,AR,1944,2024-12-07 18:27:06,True,Marketplace,Marketplace externo,google,cpc,invierno_2025,video,botas,Marketplace,Marketplace externo,Invierno 2025 Performance - Marketplace,google,cpc,invierno_2025,2025-06-10,2025-07-02,1014452.87
2050,2051,100368,1,3,101074.61,0.0,63677.0,SKU-00112,Estilo Wearables 112,Estilo,101074.61,65709.93,2025-07-14,,2025-07-14 20:01:42,Wearables,108,2025-08-31 12:00:00,CABA Central,CABA,CABA,AR,shipped,2025-08-07 21:29:56,ARS,0.0,518953.65,21572.98,104449.94,601830.61,2025-08-07 21:29:56,bank_transfer,601830.61,ARS,captured,2025-08-10 20:29:56,Correo Argentino,Express,2025-08-08 21:29:56,,0.0,AP9084485982,Mía,Benítez,mia.benitez@example.com,+54 9 1078-9904-652,M,1995-10-07,2024-07-19 20:04:58,True,billing,Av. Corrientes 6600,Neuquén,Chubut,AR,6961.0,2024-07-19 20:04:58,True,shipping,Lavalle 3758,Mendoza,Córdoba,AR,5767,2024-07-19 20:04:58,True,Marketplace,Marketplace externo,meta,social,nuevo_drop_ago_2025,brand,zapatillas,Marketplace,Marketplace externo,Nuevo Drop Agosto 2025 - Marketplace,meta,social,nuevo_drop_ago_2025,2025-07-27,2025-08-12,4801475.51
2051,2052,100368,1,3,101074.61,0.0,63677.0,SKU-00112,Estilo Wearables 112,Estilo,101074.61,65709.93,2025-07-14,,2025-07-14 20:01:42,Wearables,124,2025-08-31 12:00:00,Córdoba Norte,Córdoba,Córdoba,AR,shipped,2025-08-07 21:29:56,ARS,0.0,518953.65,21572.98,104449.94,601830.61,2025-08-07 21:29:56,bank_transfer,601830.61,ARS,captured,2025-08-10 20:29:56,Correo Argentino,Express,2025-08-08 21:29:56,,0.0,AP9084485982,Mía,Benítez,mia.benitez@example.com,+54 9 1078-9904-652,M,1995-10-07,2024-07-19 20:04:58,True,billing,Av. Corrientes 6600,Neuquén,Chubut,AR,6961.0,2024-07-19 20:04:58,True,shipping,Lavalle 3758,Mendoza,Córdoba,AR,5767,2024-07-19 20:04:58,True,Marketplace,Marketplace externo,meta,social,nuevo_drop_ago_2025,brand,zapatillas,Marketplace,Marketplace externo,Nuevo Drop Agosto 2025 - Marketplace,meta,social,nuevo_drop_ago_2025,2025-07-27,2025-08-12,4801475.51
2052,2053,100368,2,3,71909.94,21572.98,40772.94,SKU-00117,Pampa Zapatillas 117,Pampa,71909.94,41662.22,2025-02-09,2025-05-10,2025-02-09 18:08:43,Zapatillas,88,2025-08-31 12:00:00,CABA Central,CABA,CABA,AR,shipped,2025-08-07 21:29:56,ARS,0.0,518953.65,21572.98,104449.94,601830.61,2025-08-07 21:29:56,bank_transfer,601830.61,ARS,captured,2025-08-10 20:29:56,Correo Argentino,Express,2025-08-08 21:29:56,,0.0,AP9084485982,Mía,Benítez,mia.benitez@example.com,+54 9 1078-9904-652,M,1995-10-07,2024-07-19 20:04:58,True,billing,Av. Corrientes 6600,Neuquén,Chubut,AR,6961.0,2024-07-19 20:04:58,True,shipping,Lavalle 3758,Mendoza,Córdoba,AR,5767,2024-07-19 20:04:58,True,Marketplace,Marketplace externo,meta,social,nuevo_drop_ago_2025,brand,zapatillas,Marketplace,Marketplace externo,Nuevo Drop Agosto 2025 - Marketplace,meta,social,nuevo_drop_ago_2025,2025-07-27,2025-08-12,4801475.51
2053,2054,100368,2,3,71909.94,21572.98,40772.94,SKU-00117,Pampa Zapatillas 117,Pampa,71909.94,41662.22,2025-02-09,2025-05-10,2025-02-09 18:08:43,Zapatillas,110,2025-08-31 12:00:00,Córdoba Norte,Córdoba,Córdoba,AR,shipped,2025-08-07 21:29:56,ARS,0.0,518953.65,21572.98,104449.94,601830.61,2025-08-07 21:29:56,bank_transfer,601830.61,ARS,captured,2025-08-10 20:29:56,Correo Argentino,Express,2025-08-08 21:29:56,,0.0,AP9084485982,Mía,Benítez,mia.benitez@example.com,+54 9 1078-9904-652,M,1995-10-07,2024-07-19 20:04:58,True,billing,Av. Corrientes 6600,Neuquén,Chubut,AR,6961.0,2024-07-19 20:04:58,True,shipping,Lavalle 3758,Mendoza,Córdoba,AR,5767,2024-07-19 20:04:58,True,Marketplace,Marketplace externo,meta,social,nuevo_drop_ago_2025,brand,zapatillas,Marketplace,Marketplace externo,Nuevo Drop Agosto 2025 - Marketplace,meta,social,nuevo_drop_ago_2025,2025-07-27,2025-08-12,4801475.51
2054,2055,100369,1,1,124161.38,8691.3,24248.72,SKU-00011,Norte Camperas 011,Norte,124161.38,93277.66,2025-04-13,,2025-04-13 09:44:53,Camperas,33,2025-08-31 12:00:00,CABA Central,CABA,CABA,AR,paid,2025-06-01 19:19:25,ARS,0.0,216459.44,8691.3,43631.31,251399.45,2025-06-01 19:19:25,mercado_pago,83073.01,ARS,captured,2025-06-04 03:19:25,,,,,,,Catalina,Benítez,catalina.benitez@example.com,+54 9 1561-6985-701,X,2004-10-06,2025-01-09 23:47:58,False,billing,Urquiza 7998,Mendoza,Tucumán,AR,1108.0,2025-01-09 23:47:58,True,shipping,Calle San Martín 6265,Neuquén,CABA,AR,4651,2025-01-09 23:47:58,True,Marketplace,Marketplace externo,meta,social,nuevo_drop_ago_2025,,camperas,Marketplace,Marketplace externo,Nuevo Drop Agosto 2025 - Marketplace,meta,social,nuevo_drop_ago_2025,2025-07-27,2025-08-12,4801475.51
2055,2056,100369,1,1,124161.38,8691.3,24248.72,SKU-00011,Norte Camperas 011,Norte,124161.38,93277.66,2025-04-13,,2025-04-13 09:44:53,Camperas,33,2025-08-31 12:00:00,CABA Central,CABA,CABA,AR,paid,2025-06-01 19:19:25,ARS,0.0,216459.44,8691.3,43631.31,251399.45,2025-06-01 19:19:25,bank_transfer,168326.44,ARS,captured,2025-06-04 03:32:25,,,,,,,Catalina,Benítez,catalina.benitez@example.com,+54 9 1561-6985-701,X,2004-10-06,2025-01-09 23:47:58,False,billing,Urquiza 7998,Mendoza,Tucumán,AR,1108.0,2025-01-09 23:47:58,True,shipping,Calle San Martín 6265,Neuquén,CABA,AR,4651,2025-01-09 23:47:58,True,Marketplace,Marketplace externo,meta,social,nuevo_drop_ago_2025,,camperas,Marketplace,Marketplace externo,Nuevo Drop Agosto 2025 - Marketplace,meta,social,nuevo_drop_ago_2025,2025-07-27,2025-08-12,4801475.51
2056,2057,100369,1,1,124161.38,8691.3,24248.72,SKU-00011,Norte Camperas 011,Norte,124161.38,93277.66,2025-04-13,,2025-04-13 09:44:53,Camperas,3,2025-08-31 12:00:00,Córdoba Norte,Córdoba,Córdoba,AR,paid,2025-06-01 19:19:25,ARS,0.0,216459.44,8691.3,43631.31,251399.45,2025-06-01 19:19:25,mercado_pago,83073.01,ARS,captured,2025-06-04 03:19:25,,,,,,,Catalina,Benítez,catalina.benitez@example.com,+54 9 1561-6985-701,X,2004-10-06,2025-01-09 23:47:58,False,billing,Urquiza 7998,Mendoza,Tucumán,AR,1108.0,2025-01-09 23:47:58,True,shipping,Calle San Martín 6265,Neuquén,CABA,AR,4651,2025-01-09 23:47:58,True,Marketplace,Marketplace externo,meta,social,nuevo_drop_ago_2025,,camperas,Marketplace,Marketplace externo,Nuevo Drop Agosto 2025 - Marketplace,meta,social,nuevo_drop_ago_2025,2025-07-27,2025-08-12,4801475.51
2057,2058,100369,1,1,124161.38,8691.3,24248.72,SKU-00011,Norte Camperas 011,Norte,124161.38,93277.66,2025-04-13,,2025-04-13 09:44:53,Camperas,3,2025-08-31 12:00:00,Córdoba Norte,Córdoba,Córdoba,AR,paid,2025-06-01 19:19:25,ARS,0.0,216459.44,8691.3,43631.31,251399.45,2025-06-01 19:19:25,bank_transfer,168326.44,ARS,captured,2025-06-04 03:32:25,,,,,,,Catalina,Benítez,catalina.benitez@example.com,+54 9 1561-6985-701,X,2004-10-06,2025-01-09 23:47:58,False,billing,Urquiza 7998,Mendoza,Tucumán,AR,1108.0,2025-01-09 23:47:58,True,shipping,Calle San Martín 6265,Neuquén,CABA,AR,4651,2025-01-09 23:47:58,True,Marketplace,Marketplace externo,meta,social,nuevo_drop_ago_2025,,camperas,Marketplace,Marketplace externo,Nuevo Drop Agosto 2025 - Marketplace,meta,social,nuevo_drop_ago_2025,2025-07-27,2025-08-12,4801475.51
2058,2059,100369,2,2,46149.03,0.0,19382.59,SKU-00062,Pampa Pantalones 062,Pampa,46149.03,33041.02,2025-06-08,,2025-06-08 12:12:13,Pantalones,190,2025-08-31 12:00:00,CABA Central,CABA,CABA,AR,paid,2025-06-01 19:19:25,ARS,0.0,216459.44,8691.3,43631.31,251399.45,2025-06-01 19:19:25,mercado_pago,83073.01,ARS,captured,2025-06-04 03:19:25,,,,,,,Catalina,Benítez,catalina.benitez@example.com,+54 9 1561-6985-701,X,2004-10-06,2025-01-09 23:47:58,False,billing,Urquiza 7998,Mendoza,Tucumán,AR,1108.0,2025-01-09 23:47:58,True,shipping,Calle San Martín 6265,Neuquén,CABA,AR,4651,2025-01-09 23:47:58,True,Marketplace,Marketplace externo,meta,social,nuevo_drop_ago_2025,,camperas,Marketplace,Marketplace externo,Nuevo Drop Agosto 2025 - Marketplace,meta,social,nuevo_drop_ago_2025,2025-07-27,2025-08-12,4801475.51
2059,2060,100369,2,2,46149.03,0.0,19382.59,SKU-00062,Pampa Pantalones 062,Pampa,46149.03,33041.02,2025-06-08,,2025-06-08 12:12:13,Pantalones,190,2025-08-31 12:00:00,CABA Central,CABA,CABA,AR,paid,2025-06-01 19:19:25,ARS,0.0,216459.44,8691.3,43631.31,251399.45,2025-06-01 19:19:25,bank_transfer,168326.44,ARS,captured,2025-06-04 03:32:25,,,,,,,Catalina,Benítez,catalina.benitez@example.com,+54 9 1561-6985-701,X,2004-10-06,2025-01-09 23:47:58,False,billing,Urquiza 7998,Mendoza,Tucumán,AR,1108.0,2025-01-09 23:47:58,True,shipping,Calle San Martín 6265,Neuquén,CABA,AR,4651,2025-01-09 23:47:58,True,Marketplace,Marketplace externo,meta,social,nuevo_drop_ago_2025,,camperas,Marketplace,Marketplace externo,Nuevo Drop Agosto 2025 - Marketplace,meta,social,nuevo_drop_ago_2025,2025-07-27,2025-08-12,4801475.51
2060,2061,100369,2,2,46149.03,0.0,19382.59,SKU-00062,Pampa Pantalones 062,Pampa,46149.03,33041.02,2025-06-08,,2025-06-08 12:12:13,Pantalones,189,2025-08-31 12:00:00,Córdoba Norte,Córdoba,Córdoba,AR,paid,2025-06-01 19:19:25,ARS,0.0,216459.44,8691.3,43631.31,251399.45,2025-06-01 19:19:25,mercado_pago,83073.01,ARS,captured,2025-06-04 03:19:25,,,,,,,Catalina,Benítez,catalina.benitez@example.com,+54 9 1561-6985-701,X,2004-10-06,2025-01-09 23:47:58,False,billing,Urquiza 7998,Mendoza,Tucumán,AR,1108.0,2025-01-09 23:47:58,True,shipping,Calle San Martín 6265,Neuquén,CABA,AR,4651,2025-01-09 23:47:58,True,Marketplace,Marketplace externo,meta,social,nuevo_drop_ago_2025,,camperas,Marketplace,Marketplace externo,Nuevo Drop Agosto 2025 - Marketplace,meta,social,nuevo_drop_ago_2025,2025-07-27,2025-08-12,4801475.51
2061,2062,100369,2,2,46149.03,0.0,19382.59,SKU-00062,Pampa Pantalones 062,Pampa,46149.03,33041.02,2025-06-08,,2025-06-08 12:12:13,Pantalones,189,2025-08-31 12:00:00,Córdoba Norte,Córdoba,Córdoba,AR,paid,2025-06-01 19:19:25,ARS,0.0,216459.44,8691.3,43631.31,251399.45,2025-06-01 19:19:25,bank_transfer,168326.44,ARS,captured,2025-06-04 03:32:25,,,,,,,Catalina,Benítez,catalina.benitez@example.com,+54 9 1561-6985-701,X,2004-10-06,2025-01-09 23:47:58,False,billing,Urquiza 7998,Mendoza,Tucumán,AR,1108.0,2025-01-09 23:47:58,True,shipping,Calle San Martín 6265,Neuquén,CABA,AR,4651,2025-01-09 23:47:58,True,Marketplace,Marketplace externo,meta,social,nuevo_drop_ago_2025,,camperas,Marketplace,Marketplace externo,Nuevo Drop Agosto 2025 - Marketplace,meta,social,nuevo_drop_ago_2025,2025-07-27,2025-08-12,4801475.51
2062,2063,100370,1,1,31605.77,2212.4,6172.61,SKU-00030,Lago Pantalones 030,Lago,31605.77,21038.6,2025-01-20,2025-06-24,2025-01-20 16:08:02,Pantalones,122,2025-08-31 12:00:00,CABA Central,CABA,CABA,AR,shipped,2025-08-14 07:46:12,ARS,0.0,587329.07,48128.18,113232.19,652433.07,2025-08-14 07:46:12,mercado_pago,307818.05,ARS,captured,2025-08-15 09:46:12,Andreani,Estándar,2025-08-15 07:46:12,,0.0,YT1221473729,Victoria,López,victoria.lopez@example.com,+54 9 0154-6846-981,M,1978-09-27,2024-09-26 01:02:24,False,billing,Sarmiento 9890,Mar del Plata,Chubut,AR,8480.0,2024-09-26 01:02:24,True,shipping,Calle San Martín 9087,Neuquén,Neuquén,AR,8288,2024-09-26 01:02:24,True,Web,Tienda online desktop/mobile,meta,social,nuevo_drop_ago_2025,brand,,Web,Tienda online desktop/mobile,Nuevo Drop Agosto 2025 - Web,meta,social,nuevo_drop_ago_2025,2025-07-01,2025-07-15,2965770.58
2063,2064,100370,1,1,31605.77,2212.4,6172.61,SKU-00030,Lago Pantalones 030,Lago,31605.77,21038.6,2025-01-20,2025-06-24,2025-01-20 16:08:02,Pantalones,122,2025-08-31 12:00:00,CABA Central,CABA,CABA,AR,shipped,2025-08-14 07:46:12,ARS,0.0,587329.07,48128.18,113232.19,652433.07,2025-08-14 07:46:12,debit_card,344615.02,ARS,captured,2025-08-15 13:56:12,Andreani,Estándar,2025-08-15 07:46:12,,0.0,YT1221473729,Victoria,López,victoria.lopez@example.com,+54 9 0154-6846-981,M,1978-09-27,2024-09-26 01:02:24,False,billing,Sarmiento 9890,Mar del Plata,Chubut,AR,8480.0,2024-09-26 01:02:24,True,shipping,Calle San Martín 9087,Neuquén,Neuquén,AR,8288,2024-09-26 01:02:24,True,Web,Tienda online desktop/mobile,meta,social,nuevo_drop_ago_2025,brand,,Web,Tienda online desktop/mobile,Nuevo Drop Agosto 2025 - Web,meta,social,nuevo_drop_ago_2025,2025-07-01,2025-07-15,2965770.58
2064,2065,100370,1,1,31605.77,2212.4,6172.61,SKU-00030,Lago Pantalones 030,Lago,31605.77,21038.6,2025-01-20,2025-06-24,2025-01-20 16:08:02,Pantalones,102,2025-08-31 12:00:00,Córdoba Norte,Córdoba,Córdoba,AR,shipped,2025-08-14 07:46:12,ARS,0.0,587329.07,48128.18,113232.19,652433.07,2025-08-14 07:46:12,mercado_pago,307818.05,ARS,captured,2025-08-15 09:46:12,Andreani,Estándar,2025-08-15 07:46:12,,0.0,YT1221473729,Victoria,López,victoria.lopez@example.com,+54 9 0154-6846-981,M,1978-09-27,2024-09-26 01:02:24,False,billing,Sarmiento 9890,Mar del Plata,Chubut,AR,8480.0,2024-09-26 01:02:24,True,shipping,Calle San Martín 9087,Neuquén,Neuquén,AR,8288,2024-09-26 01:02:24,True,Web,Tienda online desktop/mobile,meta,social,nuevo_drop_ago_2025,brand,,Web,Tienda online desktop/mobile,Nuevo Drop Agosto 2025 - Web,meta,social,nuevo_drop_ago_2025,2025-07-01,2025-07-15,2965770.58
2065,2066,100370,1,1,31605.77,2212.4,6172.61,SKU-00030,Lago Pantalones 030,Lago,31605.77,21038.6,2025-01-20,2025-06-24,2025-01-20 16:08:02,Pantalones,102,2025-08-31 12:00:00,Córdoba Norte,Córdoba,Córdoba,AR,shipped,2025-08-14 07:46:12,ARS,0.0,587329.07,48128.18,113232.19,652433.07,2025-08-14 07:46:12,debit_card,344615.02,ARS,captured,2025-08-15 13:56:12,Andreani,Estándar,2025-08-15 07:46:12,,0.0,YT1221473729,Victoria,López,victoria.lopez@example.com,+54 9 0154-6846-981,M,1978-09-27,2024-09-26 01:02:24,False,billing,Sarmiento 9890,Mar del Plata,Chubut,AR,8480.0,2024-09-26 01:02:24,True,shipping,Calle San Martín 9087,Neuquén,Neuquén,AR,8288,2024-09-26 01:02:24,True,Web,Tienda online desktop/mobile,meta,social,nuevo_drop_ago_2025,brand,,Web,Tienda online desktop/mobile,Nuevo Drop Agosto 2025 - Web,meta,social,nuevo_drop_ago_2025,2025-07-01,2025-07-15,2965770.58
2066,2067,100370,2,3,98909.6,14836.44,59197.4,SKU-00144,Norte Mochilas 144,Norte,98909.6,70112.16,2025-04-29,,2025-04-29 11:00:08,Mochilas,181,2025-08-31 12:00:00,CABA Central,CABA,CABA,AR,shipped,2025-08-14 07:46:12,ARS,0.0,587329.07,48128.18,113232.19,652433.07,2025-08-14 07:46:12,mercado_pago,307818.05,ARS,captured,2025-08-15 09:46:12,Andreani,Estándar,2025-08-15 07:46:12,,0.0,YT1221473729,Victoria,López,victoria.lopez@example.com,+54 9 0154-6846-981,M,1978-09-27,2024-09-26 01:02:24,False,billing,Sarmiento 9890,Mar del Plata,Chubut,AR,8480.0,2024-09-26 01:02:24,True,shipping,Calle San Martín 9087,Neuquén,Neuquén,AR,8288,2024-09-26 01:02:24,True,Web,Tienda online desktop/mobile,meta,social,nuevo_drop_ago_2025,brand,,Web,Tienda online desktop/mobile,Nuevo Drop Agosto 2025 - Web,meta,social,nuevo_drop_ago_2025,2025-07-01,2025-07-15,2965770.58
2067,2068,100370,2,3,98909.6,14836.44,59197.4,SKU-00144,Norte Mochilas 144,Norte,98909.6,70112.16,2025-04-29,,2025-04-29 11:00:08,Mochilas,181,2025-08-31 12:00:00,CABA Central,CABA,CABA,AR,shipped,2025-08-14 07:46:12,ARS,0.0,587329.07,48128.18,113232.19,652433.07,2025-08-14 07:46:12,debit_card,344615.02,ARS,captured,2025-08-15 13:56:12,Andreani,Estándar,2025-08-15 07:46:12,,0.0,YT1221473729,Victoria,López,victoria.lopez@example.com,+54 9 0154-6846-981,M,1978-09-27,2024-09-26 01:02:24,False,billing,Sarmiento 9890,Mar del Plata,Chubut,AR,8480.0,2024-09-26 01:02:24,True,shipping,Calle San Martín 9087,Neuquén,Neuquén,AR,8288,2024-09-26 01:02:24,True,Web,Tienda online desktop/mobile,meta,social,nuevo_drop_ago_2025,brand,,Web,Tienda online desktop/mobile,Nuevo Drop Agosto 2025 - Web,meta,social,nuevo_drop_ago_2025,2025-07-01,2025-07-15,2965770.58
2068,2069,100370,2,3,98909.6,14836.44,59197.4,SKU-00144,Norte Mochilas 144,Norte,98909.6,70112.16,2025-04-29,,2025-04-29 11:00:08,Mochilas,163,2025-08-31 12:00:00,Córdoba Norte,Córdoba,Córdoba,AR,shipped,2025-08-14 07:46:12,ARS,0.0,587329.07,48128.18,113232.19,652433.07,2025-08-14 07:46:12,mercado_pago,307818.05,ARS,captured,2025-08-15 09:46:12,Andreani,Estándar,2025-08-15 07:46:12,,0.0,YT1221473729,Victoria,López,victoria.lopez@example.com,+54 9 0154-6846-981,M,1978-09-27,2024-09-26 01:02:24,False,billing,Sarmiento 9890,Mar del Plata,Chubut,AR,8480.0,2024-09-26 01:02:24,True,shipping,Calle San Martín 9087,Neuquén,Neuquén,AR,8288,2024-09-26 01:02:24,True,Web,Tienda online desktop/mobile,meta,social,nuevo_drop_ago_2025,brand,,Web,Tienda online desktop/mobile,Nuevo Drop Agosto 2025 - Web,meta,social,nuevo_drop_ago_2025,2025-07-01,2025-07-15,2965770.58
2069,2070,100370,2,3,98909.6,14836.44,59197.4,SKU-00144,Norte Mochilas 144,Norte,98909.6,70112.16,2025-04-29,,2025-04-29 11:00:08,Mochilas,163,2025-08-31 12:00:00,Córdoba Norte,Córdoba,Córdoba,AR,shipped,2025-08-14 07:46:12,ARS,0.0,587329.07,48128.18,113232.19,652433.07,2025-08-14 07:46:12,debit_card,344615.02,ARS,captured,2025-08-15 13:56:12,Andreani,Estándar,2025-08-15 07:46:12,,0.0,YT1221473729,Victoria,López,victoria.lopez@example.com,+54 9 0154-6846-981,M,1978-09-27,2024-09-26 01:02:24,False,billing,Sarmiento 9890,Mar del Plata,Chubut,AR,8480.0,2024-09-26 01:02:24,True,shipping,Calle San Martín 9087,Neuquén,Neuquén,AR,8288,2024-09-26 01:02:24,True,Web,Tienda online desktop/mobile,meta,social,nuevo_drop_ago_2025,brand,,Web,Tienda online desktop/mobile,Nuevo Drop Agosto 2025 - Web,meta,social,nuevo_drop_ago_2025,2025-07-01,2025-07-15,2965770.58
2070,2071,100370,3,3,86331.5,31079.34,47862.18,SKU-00046,Lago Wearables 046,Lago,86331.5,49896.88,2025-06-26,,2025-06-26 05:25:36,Wearables,29,2025-08-31 12:00:00,CABA Central,CABA,CABA,AR,shipped,2025-08-14 07:46:12,ARS,0.0,587329.07,48128.18,113232.19,652433.07,2025-08-14 07:46:12,mercado_pago,307818.05,ARS,captured,2025-08-15 09:46:12,Andreani,Estándar,2025-08-15 07:46:12,,0.0,YT1221473729,Victoria,López,victoria.lopez@example.com,+54 9 0154-6846-981,M,1978-09-27,2024-09-26 01:02:24,False,billing,Sarmiento 9890,Mar del Plata,Chubut,AR,8480.0,2024-09-26 01:02:24,True,shipping,Calle San Martín 9087,Neuquén,Neuquén,AR,8288,2024-09-26 01:02:24,True,Web,Tienda online desktop/mobile,meta,social,nuevo_drop_ago_2025,brand,,Web,Tienda online desktop/mobile,Nuevo Drop Agosto 2025 - Web,meta,social,nuevo_drop_ago_2025,2025-07-01,2025-07-15,2965770.58
2071,2072,100370,3,3,86331.5,31079.34,47862.18,SKU-00046,Lago Wearables 046,Lago,86331.5,49896.88,2025-06-26,,2025-06-26 05:25:36,Wearables,29,2025-08-31 12:00:00,CABA Central,CABA,CABA,AR,shipped,2025-08-14 07:46:12,ARS,0.0,587329.07,48128.18,113232.19,652433.07,2025-08-14 07:46:12,debit_card,344615.02,ARS,captured,2025-08-15 13:56:12,Andreani,Estándar,2025-08-15 07:46:12,,0.0,YT1221473729,Victoria,López,victoria.lopez@example.com,+54 9 0154-6846-981,M,1978-09-27,2024-09-26 01:02:24,False,billing,Sarmiento 9890,Mar del Plata,Chubut,AR,8480.0,2024-09-26 01:02:24,True,shipping,Calle San Martín 9087,Neuquén,Neuquén,AR,8288,2024-09-26 01:02:24,True,Web,Tienda online desktop/mobile,meta,social,nuevo_drop_ago_2025,brand,,Web,Tienda online desktop/mobile,Nuevo Drop Agosto 2025 - Web,meta,social,nuevo_drop_ago_2025,2025-07-01,2025-07-15,2965770.58
2072,2073,100370,3,3,86331.5,31079.34,47862.18,SKU-00046,Lago Wearables 046,Lago,86331.5,49896.88,2025-06-26,,2025-06-26 05:25:36,Wearables,167,2025-08-31 12:00:00,Córdoba Norte,Córdoba,Córdoba,AR,shipped,2025-08-14 07:46:12,ARS,0.0,587329.07,48128.18,113232.19,652433.07,2025-08-14 07:46:12,mercado_pago,307818.05,ARS,captured,2025-08-15 09:46:12,Andreani,Estándar,2025-08-15 07:46:12,,0.0,YT1221473729,Victoria,López,victoria.lopez@example.com,+54 9 0154-6846-981,M,1978-09-27,2024-09-26 01:02:24,False,billing,Sarmiento 9890,Mar del Plata,Chubut,AR,8480.0,2024-09-26 01:02:24,True,shipping,Calle San Martín 9087,Neuquén,Neuquén,AR,8288,2024-09-26 01:02:24,True,Web,Tienda online desktop/mobile,meta,social,nuevo_drop_ago_2025,brand,,Web,Tienda online desktop/mobile,Nuevo Drop Agosto 2025 - Web,meta,social,nuevo_drop_ago_2025,2025-07-01,2025-07-15,2965770.58
2073,2074,100370,3,3,86331.5,31079.34,47862.18,SKU-00046,Lago Wearables 046,Lago,86331.5,49896.88,2025-06-26,,2025-06-26 05:25:36,Wearables,167,2025-08-31 12:00:00,Córdoba Norte,Córdoba,Córdoba,AR,shipped,2025-08-14 07:46:12,ARS,0.0,587329.07,48128.18,113232.19,652433.07,2025-08-14 07:46:12,debit_card,344615.02,ARS,captured,2025-08-15 13:56:12,Andreani,Estándar,2025-08-15 07:46:12,,0.0,YT1221473729,Victoria,López,victoria.lopez@example.com,+54 9 0154-6846-981,M,1978-09-27,2024-09-26 01:02:24,False,billing,Sarmiento 9890,Mar del Plata,Chubut,AR,8480.0,2024-09-26 01:02:24,True,shipping,Calle San Martín 9087,Neuquén,Neuquén,AR,8288,2024-09-26 01:02:24,True,Web,Tienda online desktop/mobile,meta,social,nuevo_drop_ago_2025,brand,,Web,Tienda online desktop/mobile,Nuevo Drop Agosto 2025 - Web,meta,social,nuevo_drop_ago_2025,2025-07-01,2025-07-15,2965770.58
